order_id,customer_id,product_id,order_date,quantity,order_amount,order_status
O010550,C02605,P0183,2024-07-18,3,1868,Returned
O010551,C00599,P0098,2024-01-28,4,48199,Completed
O010552,C03222,P0122,2024-01-04,4,56616,Completed
O010553,C04717,P0017,2024-09-12,4,78187,Completed
O010554,C04202,P0178,2024-03-26,2,48494,Returned
O010555,C03163,P0059,2024-03-02,4,1052,Completed
O010556,C03806,P0005,2024-03-21,2,33073,Completed
O010557,C04255,P0036,2024-10-07,4,27330,Returned
O010558,C01892,P0171,2024-01-18,1,7375,Cancelled
O010559,C00443,P0089,2024-08-16,2,13247,Completed
O010560,C03303,P0008,2024-03-15,5,66469,Completed
O010561,C02744,P0071,2024-02-16,4,18254,Returned
O010562,C00366,P0112,2024-07-30,4,60353,Completed
O010563,C02818,P0183,2024-02-12,2,34194,Completed
O010564,C04452,P0163,2024-09-11,5,24844,Completed
O010565,C04596,P0089,2024-09-15,1,50024,Returned
O010566,C04429,P0051,2024-01-25,5,73121,Cancelled
O010567,C04505,P0173,2024-04-07,2,45332,Completed
O010568,C03315,P0102,2024-07-20,5,79690,Cancelled
O010569,C02571,P0117,2024-01-12,5,57828,Cancelled
O010570,C03706,P0041,2024-10-06,1,47369,Completed
O010571,C02457,P0186,2024-05-03,1,67898,Completed
O010572,C04947,P0099,2024-09-11,1,18091,Completed
O010573,C02222,P0105,2024-09-15,4,78570,Completed
O010574,C00934,P0103,2024-07-02,1,69970,Completed
O010575,C01894,P0040,2024-01-21,3,76748,Cancelled
O010576,C00084,P0171,2024-10-16,2,60189,Completed
O010577,C00189,P0114,2024-04-24,2,7072,Completed
O010578,C02071,P0146,2024-06-06,4,38758,Returned
O010579,C00169,P0155,2024-04-30,3,30440,Completed
O010580,C03184,P0148,2024-01-03,1,43162,Returned
O010581,C01728,P0059,2024-05-10,1,34755,Completed
O010582,C02553,P0086,2024-07-03,5,72277,Completed
O010583,C01449,P0104,2024-01-15,5,17943,Cancelled
O010584,C02819,P0095,2024-02-27,1,15409,Completed
O010585,C04616,P0083,2024-07-19,5,26876,Returned
O010586,C00440,P0033,2024-09-07,5,62759,Cancelled
O010587,C02197,P0005,2024-01-25,4,30853,Returned
O010588,C01541,P0179,2024-03-05,2,17935,Completed
O010589,C03703,P0002,2024-02-23,4,30138,Returned
O010590,C02837,P0165,2024-03-18,1,5102,Completed
O010591,C04318,P0128,2024-01-26,1,-500,Returned
O010592,C00450,P0017,2024-10-21,3,4512,Completed
O010593,C02227,P0139,2024-06-16,3,74317,Completed
O010594,C04760,P0064,2024-05-17,5,44587,Completed
O010595,C04354,P0031,2024-08-18,3,48078,Returned
O010596,C01505,P0069,2024-10-20,3,12325,Cancelled
O010597,C04039,P0037,2024-03-24,3,52959,Completed
O010598,C01156,P0001,2024-04-10,5,73592,Returned
O010599,C02271,P0002,2024-03-31,1,56180,Returned
O010600,C00063,P0125,2024-09-29,4,60185,Completed
O010601,C01661,P0023,2024-03-12,5,71504,Completed
O010602,C04122,P0125,2024-08-04,2,12097,Returned
O010603,C01110,P0115,2024-03-20,2,72652,Completed
O010604,C02848,P0018,2024-06-03,5,74630,Completed
O010605,C99999,P0100,2024-06-06,2,78404,Returned
O010606,C03120,P0012,2024-07-08,3,6331,Completed
O010607,C04494,P0162,2024-08-14,3,69501,Cancelled
O010608,C01706,P0100,2024-07-22,4,7746,Completed
O010609,C03372,P0197,2024-02-07,2,17943,Completed
O010610,C00935,P0113,2024-04-10,1,16062,Completed
O010611,C02855,P0033,2024-05-20,4,76435,Completed
O010612,C04479,P0036,2024-04-23,5,841,Completed
O010613,C00802,P0076,2024-08-17,4,65131,Returned
O010614,C01595,P0136,2024-05-20,1,7597,Returned
O010615,C00317,P0146,2024-10-06,5,6547,Cancelled
O010616,C02252,P0163,2024-10-23,3,65962,Completed
O010617,C03847,P0015,2024-10-20,5,27466,Completed
O010618,C03114,P0197,2024-04-27,4,37361,Cancelled
O010619,C01309,P0161,2024-05-20,4,4746,Cancelled
O010620,C04489,P0125,2024-10-12,4,27807,Cancelled
O010621,C01297,P0117,2024-10-21,4,14277,Returned
O010622,C03689,P0121,InvalidDate,3,62134,Completed
O010623,C04648,P0155,2024-02-02,1,9655,Cancelled
O010624,C03650,P0014,2024-06-03,3,2321,Returned
O010625,C01062,P0185,2024-08-28,1,46271,Completed
O010626,C02949,P0015,2024-01-20,3,50122,Returned
O010627,C03353,P0045,2024-01-05,2,2294,Returned
O010628,C00024,P0177,2024-04-21,2,45979,Completed
O010629,C04082,P0113,2024-01-24,2,45900,Completed
O010630,C00146,P0061,2024-04-18,5,49991,Returned
O010631,C02520,P0155,2024-09-12,3,32485,Cancelled
O010632,C02147,P0126,2024-07-29,2,30251,Completed
O010633,C02483,P0038,2024-04-03,3,68128,Cancelled
O010634,C02615,P0130,2024-01-30,5,18889,Completed
O010635,C04938,P0170,2024-03-24,5,16974,Completed
O010636,C02663,P0062,2024-03-13,3,33344,Cancelled
O010637,C03470,P0152,2024-01-03,2,37763,Completed
O010638,C03469,P0005,2024-03-29,1,76050,Completed
O010639,C04334,P0018,2024-04-17,5,68691,Completed
O010640,C03394,P0049,2024-04-28,3,21876,Returned
O010641,C04803,P0152,2024-01-10,2,76699,Returned
O010642,C03268,P0102,2024-09-02,2,69443,Completed
O010643,C02582,P0120,2024-08-31,1,79154,Returned
O010644,C02749,P0084,2024-08-29,2,5161,Completed
O010645,C03289,P0131,2024-07-18,5,803,Returned
O010646,C02266,P0071,2024-08-29,2,49098,Returned
O010647,C01814,P0055,2024-04-28,3,69998,Cancelled
O010648,C03892,P0025,2024-07-29,4,41205,Completed
O010649,C03137,P0154,2024-09-13,1,13961,Cancelled
O010650,C00879,P0096,2024-05-20,2,20569,Returned
O010651,C03727,P0005,2024-05-09,2,77537,Cancelled
O010652,C03476,P0045,2024-02-17,4,54433,Cancelled
O010653,C02234,P0050,2024-10-01,3,59076,Cancelled
O010654,C02706,P0090,2024-06-12,2,29748,Completed
O010655,C04710,P0003,2024-02-29,2,66182,Cancelled
O010656,C00409,P0095,2024-08-08,3,48064,Cancelled
O010657,C01994,P0164,2024-02-06,1,17216,Cancelled
O010658,C04216,P0085,2024-08-07,5,13233,Completed
O010659,C02167,P0006,2024-02-09,5,71448,Completed
O010660,C00242,P0200,2024-01-23,1,23239,Returned
O010661,C02558,P0143,2024-05-06,3,49376,Returned
O010662,C03010,P0089,2024-10-15,4,4693,Returned
O010663,C00469,P0048,2024-05-09,2,48599,Completed
O010664,C04896,P0125,2024-08-21,5,63995,Cancelled
O010665,C03620,P0104,2024-01-20,5,9164,Completed
O010666,C02697,P0178,2024-05-14,1,24107,Completed
O010667,C04073,P0167,2024-04-24,5,24241,Returned
O010668,C00914,P0022,2024-02-09,2,1564,Completed
O010669,C00559,P0124,2024-05-31,1,17679,Returned
O010670,C04901,P0089,2024-03-22,2,77657,Completed
O010671,C00558,P0051,2024-02-26,1,42498,Returned
O010672,C03649,P0156,2024-03-12,5,70975,Completed
O010673,C00408,P0192,2024-06-03,5,8852,Completed
O010674,C00968,P0071,2024-02-27,3,4734,Returned
O010675,C02761,P0031,2024-10-22,1,47315,Cancelled
O010676,C00321,P0008,2024-06-17,1,53779,Completed
O010677,C01837,P0191,2024-05-18,3,18384,Cancelled
O010678,C02586,P0039,2024-01-10,5,58324,Completed
O010679,C04461,P0066,2024-10-06,2,68844,Completed
O010680,C00527,P0148,2024-07-24,2,-500,Completed
O010681,C01782,P0153,2024-09-29,5,38418,Completed
O010682,C02803,P0018,2024-03-30,1,46235,Cancelled
O010683,C00617,P0146,2024-04-25,3,46374,Returned
O010684,C03650,P0044,2024-07-21,3,45206,Completed
O010685,C01457,P0175,2024-06-19,5,2769,Completed
O010686,C04201,P9999,2024-01-02,4,71949,Cancelled
O010687,C01981,P0169,2024-07-03,1,65048,Returned
O010688,C01209,P0164,2024-04-22,2,42025,Cancelled
O010689,C00162,P0127,2024-07-22,2,62530,Completed
O010690,C04747,P0055,2024-06-20,3,27385,Returned
O010691,C01441,P0043,2024-08-19,5,13162,Cancelled
O010692,C04604,P0109,2024-04-17,3,14883,Completed
O010693,C04266,P0039,2024-02-11,4,30515,Completed
O010694,C04451,P0135,2024-01-05,3,69059,Cancelled
O010695,C02589,P0055,2024-08-05,5,46775,Cancelled
O010696,C01624,P0054,2024-08-29,4,4135,Completed
O010697,C02972,P0055,2024-08-23,3,75783,Completed
O010698,C04149,P0110,2024-05-23,5,53143,Completed
O010699,C01956,P0129,2024-06-21,4,34437,Completed
O010700,C02761,P0114,2024-01-23,1,39900,Completed
O010701,C03845,P0124,2024-08-18,3,2789,Cancelled
O010702,C02385,P0156,2024-09-07,1,78252,Completed
O010703,C02635,P0170,2024-07-18,3,640,Returned
O010704,C04460,P0179,2024-01-03,5,52534,Returned
O010705,C03279,P0073,2024-06-11,2,79319,Completed
O010706,C99999,P0068,2024-06-15,2,61532,Completed
O010707,C01087,P0126,2024-02-13,4,31598,Cancelled
O010708,C01309,P0193,2024-07-01,5,23743,Completed
O010709,C03882,P0195,2024-09-17,2,74725,Cancelled
O010710,C02255,P0130,2024-06-10,1,8347,Completed
O010711,C01920,P0040,2024-05-26,1,60469,Returned
O010712,C01834,P0163,2024-02-08,2,49895,Completed
O010713,C03429,P0105,2024-10-15,4,10193,Completed
O010714,C02353,P0121,2024-04-03,4,38183,Completed
O010715,C00034,P0033,2024-03-01,5,35955,Completed
O010716,C04128,P0173,2024-01-19,4,47739,Returned
O010717,C04760,P0088,2024-01-15,1,7476,Cancelled
O010718,C02982,P0171,2024-07-23,4,12617,Cancelled
O010719,C04432,P0097,2024-08-14,2,59948,Completed
O010720,C04693,P0044,2024-04-13,3,72826,Cancelled
O010721,C03998,P0159,2024-07-09,2,18378,Cancelled
O010722,C01132,P0002,2024-05-28,1,79089,Completed
O010723,C03436,P0060,2024-09-11,5,74979,Completed
O010724,C04900,P0002,2024-10-03,3,27240,Completed
O010725,C03440,P0122,2024-04-22,3,47936,Returned
O010726,C04177,P0116,2024-05-28,1,34759,Returned
O010727,C00185,P0176,2024-06-16,3,33597,Completed
O010728,C01248,P0152,2024-01-24,3,8078,Cancelled
O010729,C00878,P0188,2024-01-23,1,4191,Completed
O010730,C01675,P0011,2024-02-23,5,27000,Completed
O010731,C01193,P0146,2024-07-26,2,56660,Completed
O010732,C04865,P0069,2024-07-08,1,2570,Returned
O010733,C01573,P0170,2024-01-25,4,51332,Returned
O010734,C00007,P0138,2024-09-04,5,17158,Completed
O010735,C04537,P0108,InvalidDate,1,33366,Completed
O010736,C03829,P0144,2024-07-23,5,22908,Completed
O010737,C03988,P0098,2024-02-05,4,69836,Completed
O010738,C02405,P0031,2024-05-22,1,27412,Cancelled
O010739,C02887,P0162,2024-02-29,1,79971,Completed
O010740,C02060,P0189,2024-03-13,5,43861,Completed
O010741,C03000,P0193,2024-04-30,3,15074,Completed
O010742,C01790,P0002,2024-05-25,1,64366,Completed
O010743,C03893,P0111,2024-08-15,4,20451,Returned
O010744,C03658,P0159,2024-05-20,1,30517,Completed
O010745,C01853,P0009,2024-06-08,4,33921,Cancelled
O010746,C02308,P0113,2024-04-12,5,75622,Returned
O010747,C02764,P0027,2024-08-17,2,54167,Completed
O010748,C02062,P0149,2024-01-11,2,72919,Completed
O010749,C00532,P0015,2024-06-26,3,54634,Completed
O010750,C03545,P0156,2024-07-12,5,13139,Completed
O010751,C00689,P0056,2024-04-18,4,7972,Returned
O010752,C04345,P0118,2024-03-14,3,42162,Completed
O010753,C03768,P0113,2024-05-07,3,12740,Returned
O010754,C01582,P0126,2024-04-17,3,12004,Returned
O010755,C01536,P0063,2024-08-22,5,59216,Returned
O010756,C01594,P0026,2024-09-30,1,44481,Cancelled
O010757,C04463,P0053,2024-06-25,1,16061,Cancelled
O010758,C02493,P0033,2024-10-17,1,59100,Completed
O010759,C01286,P0161,2024-10-23,3,7099,Completed
O010760,C00402,P0152,2024-02-01,3,1994,Returned
O010761,C03445,P0131,2024-10-11,1,6261,Completed
O010762,C02509,P0088,2024-07-13,2,44557,Completed
O010763,C04467,P0057,2024-08-09,3,79179,Completed
O010764,C00712,P0194,2024-06-22,5,20276,Completed
O010765,C00909,P0025,2024-10-09,4,53807,Cancelled
O010766,C02862,P0179,2024-03-21,1,71117,Completed
O010767,C00650,P0171,2024-08-17,3,29893,Returned
O010768,C01466,P0132,2024-07-14,3,18020,Cancelled
O010769,C03982,P0111,2024-06-17,3,-500,Cancelled
O010770,C00121,P0134,2024-07-09,3,26696,Cancelled
O010771,C02626,P0121,2024-03-17,4,57056,Completed
O010772,C01553,P0185,2024-01-04,4,66718,Completed
O010773,C00875,P0029,2024-06-09,5,45949,Completed
O010774,C02576,P0148,2024-05-23,3,24436,Completed
O010775,C03127,P0061,2024-06-06,3,37003,Cancelled
O010776,C01041,P0067,2024-03-22,5,42604,Completed
O010777,C04988,P0106,2024-08-23,4,18227,Completed
O010778,C02008,P0104,2024-04-10,5,2791,Returned
O010779,C02269,P0092,2024-07-16,2,39548,Cancelled
O010780,C02842,P0019,2024-04-12,1,75486,Cancelled
O010781,C00294,P0131,2024-09-01,2,70067,Cancelled
O010782,C00051,P0187,2024-08-17,2,79665,Completed
O010783,C04498,P0135,2024-05-05,2,25148,Returned
O010784,C02923,P0123,2024-03-22,3,26599,Returned
O010785,C04465,P0112,2024-01-24,3,36077,Returned
O010786,C03569,P0108,2024-04-12,5,4614,Returned
O010787,C03725,P0152,2024-05-12,2,35852,Cancelled
O010788,C01725,P0040,2024-05-05,4,79794,Completed
O010789,C01256,P0168,2024-08-06,5,70798,Completed
O010790,C01683,P0163,2024-01-18,1,78279,Completed
O010791,C03581,P0077,2024-08-28,4,27570,Returned
O010792,C01321,P0135,2024-03-19,5,1930,Completed
O010793,C00654,P0194,2024-10-21,4,51226,Completed
O010794,C04083,P0122,2024-05-01,3,6150,Completed
O010795,C02999,P0140,2024-01-03,5,74776,Returned
O010796,C01251,P0081,2024-02-28,3,29588,Completed
O010797,C01697,P0074,2024-10-07,1,70971,Returned
O010798,C02071,P0029,2024-05-11,2,73093,Returned
O010799,C01838,P0196,2024-08-04,3,6383,Completed
O010800,C00274,P0131,2024-02-01,1,3499,Completed
O010801,C02507,P0182,2024-05-17,3,49452,Completed
O010802,C04845,P0114,2024-10-15,1,1720,Returned
O010803,C03955,P0078,2024-01-26,3,32603,Completed
O010804,C02655,P0103,2024-07-13,2,65387,Completed
O010805,C01771,P0168,2024-06-05,5,6888,Completed
O010806,C01644,P0156,2024-06-11,1,1679,Completed
O010807,C99999,P0028,2024-05-29,4,33403,Returned
O010808,C04773,P0037,2024-02-17,1,63966,Completed
O010809,C03402,P0100,2024-01-11,5,65292,Completed
O010810,C00237,P0038,2024-03-15,1,71200,Cancelled
O010811,C03600,P0132,2024-06-25,3,77986,Completed
O010812,C00538,P0172,2024-09-11,5,27599,Returned
O010813,C00426,P0035,2024-10-11,2,19322,Returned
O010814,C03837,P0170,2024-10-19,1,7733,Completed
O010815,C01618,P0178,2024-03-15,3,54987,Completed
O010816,C00935,P0099,2024-03-19,4,65690,Cancelled
O010817,C03704,P0173,2024-03-26,3,23719,Completed
O010818,C00696,P0010,2024-04-16,4,49578,Cancelled
O010819,C03578,P0137,2024-07-04,1,40935,Completed
O010820,C03895,P0155,2024-06-02,1,61042,Completed
O010821,C04064,P0151,2024-04-19,4,59176,Returned
O010822,C00489,P0189,2024-07-08,5,43042,Cancelled
O010823,C04974,P9999,2024-06-03,5,53885,Completed
O010824,C00302,P0164,2024-03-27,5,70339,Completed
O010825,C00306,P0105,2024-01-20,3,68519,Completed
O010826,C03030,P0183,2024-09-20,3,15145,Completed
O010827,C04451,P0028,2024-02-18,2,35451,Completed
O010828,C04180,P0094,2024-09-01,2,35866,Returned
O010829,C00342,P0034,2024-01-31,5,40428,Returned
O010830,C01010,P0128,2024-10-01,3,35946,Cancelled
O010831,C04526,P0154,2024-07-05,4,65324,Completed
O010832,C03586,P0126,2024-04-19,2,62176,Completed
O010833,C02819,P0086,2024-05-17,4,9385,Returned
O010834,C01854,P0195,2024-09-03,2,29407,Returned
O010835,C04196,P0118,2024-09-23,2,72674,Completed
O010836,C04943,P0027,2024-10-24,3,46358,Cancelled
O010837,C00777,P0092,2024-04-10,3,9370,Cancelled
O010838,C01971,P0060,2024-03-18,2,78145,Completed
O010839,C03198,P0174,2024-05-06,4,13745,Cancelled
O010840,C04478,P0116,2024-01-01,5,60567,Cancelled
O010841,C02664,P0073,2024-04-17,4,2443,Cancelled
O010842,C00361,P0116,2024-04-17,3,45495,Returned
O010843,C02732,P0154,2024-03-25,3,19419,Completed
O010844,C04355,P0174,2024-04-27,4,60183,Cancelled
O010845,C01758,P0149,2024-07-12,5,13339,Completed
O010846,C03603,P0057,2024-01-28,3,60244,Cancelled
O010847,C00589,P0154,2024-03-26,2,65447,Cancelled
O010848,C01398,P0065,InvalidDate,2,24237,Completed
O010849,C00443,P0066,2024-01-27,5,40938,Completed
O010850,C03595,P0124,2024-09-07,3,41488,Completed
O010851,C02968,P0066,2024-02-10,3,65686,Cancelled
O010852,C02908,P0045,2024-10-05,1,17112,Completed
O010853,C04560,P0192,2024-04-23,4,66809,Cancelled
O010854,C01623,P0151,2024-03-29,3,1441,Cancelled
O010855,C03158,P0048,2024-09-25,3,30674,Completed
O010856,C01344,P0092,2024-07-11,3,10081,Completed
O010857,C04881,P0055,2024-04-17,3,14470,Cancelled
O010858,C04632,P0055,2024-04-08,2,-500,Returned
O010859,C01944,P0192,2024-05-16,2,33593,Cancelled
O010860,C00859,P0151,2024-06-26,2,34284,Completed
O010861,C00466,P0170,2024-05-20,4,68602,Completed
O010862,C00423,P0083,2024-08-16,3,46578,Completed
O010863,C03224,P0194,2024-05-09,4,32672,Returned
O010864,C00921,P0124,2024-10-23,2,70950,Returned
O010865,C02975,P0025,2024-07-30,4,53837,Completed
O010866,C04930,P0165,2024-02-13,5,19112,Completed
O010867,C01462,P0175,2024-01-01,5,68195,Cancelled
O010868,C01822,P0099,2024-05-23,1,33821,Cancelled
O010869,C03705,P0065,2024-07-31,4,65281,Returned
O010870,C00362,P0159,2024-03-09,1,55028,Completed
O010871,C03664,P0083,2024-10-02,2,48995,Completed
O010872,C02828,P0030,2024-07-28,4,57026,Completed
O010873,C04584,P0015,2024-06-11,2,53871,Completed
O010874,C03085,P0177,2024-05-11,1,32952,Cancelled
O010875,C03121,P0053,2024-03-15,1,44539,Returned
O010876,C00543,P0094,2024-01-19,2,42086,Completed
O010877,C04978,P0112,2024-07-17,1,78465,Cancelled
O010878,C03003,P0056,2024-01-02,2,1125,Completed
O010879,C00992,P0181,2024-10-07,5,75602,Completed
O010880,C02762,P0198,2024-10-24,1,55950,Cancelled
O010881,C04987,P0140,2024-02-18,1,44964,Returned
O010882,C04726,P0173,2024-03-24,4,57715,Returned
O010883,C02484,P0061,2024-09-16,2,39003,Completed
O010884,C02964,P0183,2024-07-04,1,33156,Cancelled
O010885,C00425,P0050,2024-10-23,3,29875,Completed
O010886,C03036,P0151,2024-07-11,3,27201,Cancelled
O010887,C03733,P0116,2024-05-26,4,50675,Returned
O010888,C04812,P0147,2024-03-11,2,36465,Cancelled
O010889,C03462,P0061,2024-01-12,1,6602,Cancelled
O010890,C00086,P0176,2024-10-19,2,30221,Cancelled
O010891,C01850,P0057,2024-05-28,3,51519,Cancelled
O010892,C01655,P0141,2024-03-16,5,36921,Completed
O010893,C00560,P0167,2024-03-29,2,11421,Completed
O010894,C01522,P0181,2024-05-08,4,33119,Cancelled
O010895,C02161,P0104,2024-02-18,1,9765,Completed
O010896,C00364,P0127,2024-06-18,5,6179,Cancelled
O010897,C03132,P0081,2024-07-10,3,11382,Returned
O010898,C03045,P0094,2024-02-11,3,71218,Completed
O010899,C02875,P0061,2024-09-18,4,43948,Cancelled
O010900,C04831,P0118,2024-02-06,3,33956,Completed
O010901,C04237,P0106,2024-05-25,3,35650,Cancelled
O010902,C02394,P0054,2024-09-05,2,39525,Completed
O010903,C02694,P0046,2024-08-27,2,59190,Returned
O010904,C02274,P0197,2024-03-20,5,68589,Returned
O010905,C01390,P0134,2024-10-08,4,36089,Cancelled
O010906,C04603,P0088,2024-10-07,1,8906,Returned
O010907,C01242,P0134,2024-04-23,1,13370,Cancelled
O010908,C99999,P0144,2024-07-24,4,64888,Completed
O010909,C03371,P0084,2024-03-21,3,34196,Completed
O010910,C04586,P0100,2024-04-12,2,45959,Completed
O010911,C02255,P0104,2024-05-04,4,31474,Completed
O010912,C00895,P0027,2024-05-18,3,19724,Completed
O010913,C01246,P0060,2024-04-13,3,25977,Returned
O010914,C00872,P0194,2024-07-25,5,30640,Returned
O010915,C03847,P0094,2024-01-08,1,20546,Completed
O010916,C02011,P0061,2024-10-06,4,6614,Returned
O010917,C00903,P0107,2024-05-09,3,12516,Returned
O010918,C04824,P0122,2024-10-19,4,48576,Cancelled
O010919,C00430,P0077,2024-02-16,3,7279,Completed
O010920,C00913,P0044,2024-06-16,5,13233,Cancelled
O010921,C01555,P0170,2024-01-13,1,58952,Cancelled
O010922,C01290,P0005,2024-01-23,3,56620,Returned
O010923,C03905,P0133,2024-07-19,4,46713,Completed
O010924,C03350,P0110,2024-06-12,2,55894,Completed
O010925,C02079,P0123,2024-06-28,1,70829,Completed
O010926,C03320,P0164,2024-02-08,4,33728,Cancelled
O010927,C04188,P0198,2024-08-12,2,23190,Cancelled
O010928,C03744,P0032,2024-07-09,1,25445,Cancelled
O010929,C00417,P0067,2024-08-30,3,64286,Returned
O010930,C00569,P0062,2024-06-25,1,70463,Cancelled
O010931,C04862,P0011,2024-09-01,3,690,Completed
O010932,C02306,P0023,2024-02-04,2,69223,Completed
O010933,C00890,P0173,2024-09-27,3,22485,Cancelled
O010934,C03066,P0052,2024-04-28,1,61985,Returned
O010935,C02841,P0171,2024-06-18,3,58002,Completed
O010936,C01801,P0167,2024-01-03,1,78986,Returned
O010937,C01247,P0121,2024-09-08,4,62222,Completed
O010938,C04504,P0023,2024-06-05,5,58446,Completed
O010939,C01743,P0198,2024-04-15,1,50541,Returned
O010940,C01311,P0116,2024-01-20,5,44823,Completed
O010941,C00176,P0198,2024-07-31,5,57687,Cancelled
O010942,C03800,P0197,2024-07-29,3,37970,Completed
O010943,C04972,P0092,2024-02-04,4,9677,Returned
O010944,C01613,P0185,2024-09-25,2,77548,Completed
O010945,C04587,P0057,2024-03-10,1,31108,Completed
O010946,C00180,P0036,2024-03-31,5,34264,Completed
O010947,C02696,P0069,2024-03-23,1,-500,Cancelled
O010948,C04201,P0150,2024-10-19,4,55668,Cancelled
O010949,C02628,P0101,2024-05-01,4,73735,Completed
O010950,C03955,P0190,2024-05-16,4,75028,Cancelled
O010951,C04320,P0077,2024-01-04,3,4292,Completed
O010952,C01519,P0073,2024-01-05,5,74200,Cancelled
O010953,C01680,P0040,2024-06-03,2,29369,Completed
O010954,C01188,P0009,2024-04-04,3,13025,Returned
O010955,C01059,P0038,2024-06-16,2,43303,Returned
O010956,C02884,P0011,2024-07-09,2,14008,Completed
O010957,C01036,P0134,2024-01-04,2,73307,Completed
O010958,C00982,P0041,2024-06-15,3,10961,Completed
O010959,C03848,P0105,2024-08-25,2,30504,Completed
O010960,C00329,P9999,2024-03-25,3,78160,Cancelled
O010961,C02603,P0065,InvalidDate,4,10055,Completed
O010962,C01440,P0094,2024-07-18,1,63071,Returned
O010963,C04381,P0110,2024-09-25,4,31307,Cancelled
O010964,C01968,P0055,2024-07-28,4,64703,Returned
O010965,C03865,P0124,2024-06-13,5,74040,Completed
O010966,C04916,P0021,2024-01-30,5,30587,Returned
O010967,C00968,P0058,2024-07-17,1,69122,Returned
O010968,C00927,P0171,2024-04-07,2,29335,Completed
O010969,C03171,P0015,2024-08-02,4,23974,Cancelled
O010970,C04750,P0107,2024-04-23,4,3698,Returned
O010971,C00033,P0068,2024-08-09,4,7260,Returned
O010972,C00118,P0160,2024-07-08,5,24435,Completed
O010973,C01986,P0033,2024-07-01,5,16733,Cancelled
O010974,C03500,P0150,2024-06-13,4,65509,Cancelled
O010975,C01372,P0043,2024-04-06,1,50645,Cancelled
O010976,C03996,P0061,2024-10-12,1,46417,Completed
O010977,C02871,P0195,2024-05-26,5,22198,Cancelled
O010978,C04253,P0133,2024-04-20,2,36626,Completed
O010979,C04558,P0005,2024-08-14,3,28034,Cancelled
O010980,C00700,P0042,2024-06-13,5,72587,Completed
O010981,C02743,P0096,2024-01-16,5,79041,Returned
O010982,C04217,P0087,2024-04-27,4,34296,Returned
O010983,C04947,P0043,2024-07-04,3,33448,Cancelled
O010984,C03682,P0132,2024-08-28,3,72220,Completed
O010985,C01518,P0146,2024-03-12,4,44141,Completed
O010986,C03274,P0121,2024-03-24,4,68179,Completed
O010987,C02298,P0110,2024-06-20,2,79829,Completed
O010988,C02075,P0166,2024-02-15,3,5449,Cancelled
O010989,C04955,P0040,2024-04-01,5,4591,Cancelled
O010990,C00322,P0013,2024-10-13,1,61367,Completed
O010991,C00775,P0059,2024-05-25,5,31579,Cancelled
O010992,C00415,P0084,2024-08-10,4,1901,Completed
O010993,C03578,P0130,2024-04-11,4,60828,Completed
O010994,C02898,P0047,2024-06-12,3,32974,Completed
O010995,C00461,P0063,2024-04-29,2,64577,Completed
O010996,C02457,P0033,2024-09-02,5,2089,Completed
O010997,C03595,P0095,2024-02-12,5,68214,Returned
O010998,C01724,P0133,2024-08-12,5,29096,Completed
O010999,C04179,P0006,2024-06-26,2,2791,Cancelled
O011000,C03764,P0037,2024-06-12,3,37554,Completed
O011001,C00674,P0075,2024-09-06,5,11749,Cancelled
O011002,C01535,P0064,2024-03-01,3,3624,Returned
O011003,C04878,P0151,2024-03-31,4,37779,Completed
O011004,C02239,P0191,2024-01-28,4,75262,Returned
O011005,C03305,P0004,2024-08-03,5,33822,Cancelled
O011006,C02770,P0165,2024-09-05,4,27209,Completed
O011007,C02668,P0023,2024-10-17,3,36375,Returned
O011008,C02061,P0064,2024-03-18,2,75655,Cancelled
O011009,C99999,P0040,2024-07-02,4,50977,Cancelled
O011010,C03177,P0108,2024-06-20,2,14197,Completed
O011011,C03621,P0166,2024-04-07,3,63558,Cancelled
O011012,C02448,P0188,2024-04-30,2,55509,Cancelled
O011013,C01171,P0141,2024-06-17,4,64157,Completed
O011014,C03057,P0110,2024-07-12,2,77521,Returned
O011015,C01020,P0127,2024-10-02,3,42796,Completed
O011016,C01173,P0048,2024-08-27,2,11199,Completed
O011017,C00858,P0044,2024-01-31,1,7063,Returned
O011018,C03927,P0160,2024-10-12,1,68592,Returned
O011019,C00500,P0161,2024-02-05,1,27032,Returned
O011020,C03249,P0107,2024-08-09,1,52297,Completed
O011021,C02803,P0018,2024-07-08,2,74556,Completed
O011022,C00543,P0052,2024-08-04,5,47172,Completed
O011023,C01167,P0170,2024-04-05,5,61799,Completed
O011024,C03241,P0098,2024-07-23,5,53423,Completed
O011025,C03956,P0082,2024-06-01,5,57502,Completed
O011026,C01299,P0023,2024-04-20,3,29370,Cancelled
O011027,C02539,P0160,2024-05-11,4,41702,Completed
O011028,C00895,P0060,2024-05-01,3,34869,Completed
O011029,C03509,P0104,2024-07-24,1,13061,Completed
O011030,C00865,P0151,2024-06-26,3,46317,Completed
O011031,C04511,P0098,2024-04-03,2,56548,Returned
O011032,C01916,P0135,2024-05-02,1,36282,Returned
O011033,C02046,P0077,2024-07-14,2,78501,Completed
O011034,C01694,P0085,2024-10-11,1,73913,Returned
O011035,C03145,P0095,2024-05-11,2,38431,Returned
O011036,C00023,P0047,2024-03-08,3,-500,Cancelled
O011037,C04869,P0016,2024-01-31,2,25862,Cancelled
O011038,C01817,P0197,2024-02-29,3,29293,Returned
O011039,C03075,P0064,2024-02-13,5,20346,Completed
